FlowerID,Site,Year,Visit,Date,StartHour,totdur_min,totdur_sec,Genus,visits,rate,dur,dur2,dur3,dur4,dur5,visitdur,visitdur2,visitdur3,visitdur4,visitdur5,Lat,Long
GT16V2F7,GT,2016,2,8/24/2016,10,30.05,1803,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.32644,-83.70953
GT16V2F7,GT,2016,2,8/24/2016,10,30.05,1803,Other,0,0,0,0,0,0,0,0,0,0,0,0,42.32644,-83.70953
GT16V2F8,GT,2016,2,8/24/2016,10,30.26666667,1816,APIS,0,0,0,0,0,0,0,0,0,0,0,0,42.32644,-83.70953
GT16V2F8,GT,2016,2,8/24/2016,10,30.26666667,1816,BOMB,0,0,0,0,0,0,0,0,0,0,0,0,42.32644,-83.70953
GT16V2F8,GT,2016,2,8/24/2016,10,30.26666667,1816,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.32644,-83.70953
GT16V2F8,GT,2016,2,8/24/2016,10,30.26666667,1816,Other,1,0.033039648,3,0,0,3,0,3,0,0,3,0,42.32644,-83.70953
BP16V2F1,BP,2016,2,8/26/2016,8,30.51666667,1831,APIS,2,0.065537957,8,0,0,6,2,4,0,0,3,1,42.5732,-84.38707
BP16V2F1,BP,2016,2,8/26/2016,8,30.51666667,1831,BOMB,10,0.327689787,111,0,0,64,47,11.1,0,0,6.4,4.7,42.5732,-84.38707
BP16V2F1,BP,2016,2,8/26/2016,8,30.51666667,1831,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F1,BP,2016,2,8/26/2016,8,30.51666667,1831,Other,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F2,BP,2016,2,8/26/2016,8,34.1,2046,APIS,1,0.029325513,197,2,0,11,184,197,2,0,11,184,42.5732,-84.38707
BP16V2F2,BP,2016,2,8/26/2016,8,34.1,2046,BOMB,23,0.674486804,729,63,0,82,584,31.69565217,2.739130435,0,3.565217391,25.39130435,42.5732,-84.38707
BP16V2F2,BP,2016,2,8/26/2016,8,34.1,2046,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F2,BP,2016,2,8/26/2016,8,34.1,2046,Other,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F3,BP,2016,2,8/26/2016,8,31.36666667,1882,APIS,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F3,BP,2016,2,8/26/2016,8,31.36666667,1882,BOMB,25,0.797024442,1084,16,0,56,1012,43.36,0.64,0,2.24,40.48,42.5732,-84.38707
BP16V2F3,BP,2016,2,8/26/2016,8,31.36666667,1882,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F3,BP,2016,2,8/26/2016,8,31.36666667,1882,Other,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F4,BP,2016,2,8/26/2016,9,31.43333333,1886,APIS,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F4,BP,2016,2,8/26/2016,9,31.43333333,1886,BOMB,3,0.095440085,8,0,0,8,0,2.666666667,0,0,2.666666667,0,42.5732,-84.38707
BP16V2F4,BP,2016,2,8/26/2016,9,31.43333333,1886,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F4,BP,2016,2,8/26/2016,9,31.43333333,1886,Other,3,0.095440085,97,73,5,19,0,32.33333333,24.33333333,1.666666667,6.333333333,0,42.5732,-84.38707
BP16V2F5,BP,2016,2,8/26/2016,9,30,1800,APIS,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F5,BP,2016,2,8/26/2016,9,30,1800,BOMB,20,0.666666667,597,18,11,58,510,29.85,0.9,0.55,2.9,25.5,42.5732,-84.38707
BP16V2F5,BP,2016,2,8/26/2016,9,30,1800,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F5,BP,2016,2,8/26/2016,9,30,1800,Other,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F6,BP,2016,2,8/26/2016,9,35.56666667,2134,APIS,6,0.168697282,163,11,13,14,125,27.16666667,1.833333333,2.166666667,2.333333333,20.83333333,42.5732,-84.38707
BP16V2F6,BP,2016,2,8/26/2016,9,35.56666667,2134,BOMB,24,0.674789128,990,8,0,104,878,41.25,0.333333333,0,4.333333333,36.58333333,42.5732,-84.38707
BP16V2F6,BP,2016,2,8/26/2016,9,35.56666667,2134,PEPO,4,0.112464855,78,30,5,10,33,19.5,7.5,1.25,2.5,8.25,42.5732,-84.38707
BP16V2F6,BP,2016,2,8/26/2016,9,35.56666667,2134,Other,2,0.056232427,636,50,14,617,33,318,25,7,308.5,16.5,42.5732,-84.38707
BP16V2F7,BP,2016,2,8/26/2016,10,29.95,1797,APIS,4,0.133555927,877,84,0,2,791,219.25,21,0,0.5,197.75,42.5732,-84.38707
BP16V2F7,BP,2016,2,8/26/2016,10,29.95,1797,BOMB,7,0.233722871,180,7,0,28,145,25.71428571,1,0,4,20.71428571,42.5732,-84.38707
BP16V2F7,BP,2016,2,8/26/2016,10,29.95,1797,PEPO,2,0.066777963,253,21,0,5,227,126.5,10.5,0,2.5,113.5,42.5732,-84.38707
BP16V2F7,BP,2016,2,8/26/2016,10,29.95,1797,Other,3,0.100166945,40,60,0,6,227,13.33333333,20,0,2,75.66666667,42.5732,-84.38707
BP16V2F8,BP,2016,2,8/26/2016,10,32.26666667,1936,APIS,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F8,BP,2016,2,8/26/2016,10,32.26666667,1936,BOMB,10,0.309917355,35,5,0,25,5,3.5,0.5,0,2.5,0.5,42.5732,-84.38707
BP16V2F8,BP,2016,2,8/26/2016,10,32.26666667,1936,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
BP16V2F8,BP,2016,2,8/26/2016,10,32.26666667,1936,Other,0,0,0,0,0,0,0,0,0,0,0,0,42.5732,-84.38707
K16V2F1,K,2016,2,8/28/2016,8,31.53333333,1892,APIS,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F1,K,2016,2,8/28/2016,8,31.53333333,1892,BOMB,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F1,K,2016,2,8/28/2016,8,31.53333333,1892,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F1,K,2016,2,8/28/2016,8,31.53333333,1892,Other,4,0.126849894,276,61,151,56,8,69,15.25,37.75,14,2,41.95222,-83.92257
K16V2F2,K,2016,2,8/28/2016,8,30.01666667,1801,APIS,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F2,K,2016,2,8/28/2016,8,30.01666667,1801,BOMB,3,0.099944475,120,0,0,5,115,40,0,0,1.666666667,38.33333333,41.95222,-83.92257
K16V2F2,K,2016,2,8/28/2016,8,30.01666667,1801,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F2,K,2016,2,8/28/2016,8,30.01666667,1801,Other,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F3,K,2016,2,8/28/2016,8,31.21666667,1873,APIS,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F3,K,2016,2,8/28/2016,8,31.21666667,1873,BOMB,2,0.06406834,115,3,0,6,106,57.5,1.5,0,3,53,41.95222,-83.92257
K16V2F3,K,2016,2,8/28/2016,8,31.21666667,1873,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F3,K,2016,2,8/28/2016,8,31.21666667,1873,Other,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F4,K,2016,2,8/28/2016,9,32.71666667,1963,APIS,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F4,K,2016,2,8/28/2016,9,32.71666667,1963,BOMB,6,0.183392766,272,3,3,14,252,45.33333333,0.5,0.5,2.333333333,42,41.95222,-83.92257
K16V2F4,K,2016,2,8/28/2016,9,32.71666667,1963,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F4,K,2016,2,8/28/2016,9,32.71666667,1963,Other,4,0.122261844,305,57,224,22,0,76.25,14.25,56,5.5,0,41.95222,-83.92257
K16V2F5,K,2016,2,8/28/2016,9,31.03333333,1862,APIS,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F5,K,2016,2,8/28/2016,9,31.03333333,1862,BOMB,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F5,K,2016,2,8/28/2016,9,31.03333333,1862,PEPO,1,0.032223416,5,5,0,0,0,5,5,0,0,0,41.95222,-83.92257
K16V2F5,K,2016,2,8/28/2016,9,31.03333333,1862,Other,3,0.096670247,310,277,36,2,0,103.3333333,92.33333333,12,0.666666667,0,41.95222,-83.92257
K16V2F6,K,2016,2,8/28/2016,10,45.86666667,2752,APIS,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F6,K,2016,2,8/28/2016,10,45.86666667,2752,BOMB,3,0.065406977,18,13,0,2,0,6,4.333333333,0,0.666666667,0,41.95222,-83.92257
K16V2F6,K,2016,2,8/28/2016,10,45.86666667,2752,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F6,K,2016,2,8/28/2016,10,45.86666667,2752,Other,3,0.065406977,92,21,67,4,0,30.66666667,7,22.33333333,1.333333333,0,41.95222,-83.92257
K16V2F7,K,2016,2,8/28/2016,10,30.51666667,1831,APIS,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F7,K,2016,2,8/28/2016,10,30.51666667,1831,BOMB,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F7,K,2016,2,8/28/2016,10,30.51666667,1831,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F7,K,2016,2,8/28/2016,10,30.51666667,1831,Other,1,0.032768979,9,9,0,0,0,9,9,0,0,0,41.95222,-83.92257
K16V2F8,K,2016,2,8/28/2016,10,30.01666667,1801,APIS,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F8,K,2016,2,8/28/2016,10,30.01666667,1801,BOMB,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F8,K,2016,2,8/28/2016,10,30.01666667,1801,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,41.95222,-83.92257
K16V2F8,K,2016,2,8/28/2016,10,30.01666667,1801,Other,3,0.099944475,269,34,202,33,0,89.66666667,11.33333333,67.33333333,11,0,41.95222,-83.92257
PL16V2F1,PL,2016,2,8/30/2016,8,30.7,1842,APIS,2,0.06514658,12,12,0,0,0,6,6,0,0,0,42.33729,-83.55478
PL16V2F1,PL,2016,2,8/30/2016,8,30.7,1842,BOMB,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F1,PL,2016,2,8/30/2016,8,30.7,1842,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F1,PL,2016,2,8/30/2016,8,30.7,1842,Other,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F2,PL,2016,2,8/30/2016,8,30.01666667,1801,APIS,3,0.099944475,193,35,158,0,0,64.33333333,11.66666667,52.66666667,0,0,42.33729,-83.55478
PL16V2F2,PL,2016,2,8/30/2016,8,30.01666667,1801,BOMB,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F2,PL,2016,2,8/30/2016,8,30.01666667,1801,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F2,PL,2016,2,8/30/2016,8,30.01666667,1801,Other,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F3,PL,2016,2,8/30/2016,8,31.13333333,1868,APIS,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F3,PL,2016,2,8/30/2016,8,31.13333333,1868,BOMB,4,0.128479657,130,3,0,8,119,32.5,0.75,0,2,29.75,42.33729,-83.55478
PL16V2F3,PL,2016,2,8/30/2016,8,31.13333333,1868,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F3,PL,2016,2,8/30/2016,8,31.13333333,1868,Other,1,0.032119914,5,5,0,0,0,5,5,0,0,0,42.33729,-83.55478
PL16V2F4,PL,2016,2,8/30/2016,8,30.03333333,1802,APIS,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F4,PL,2016,2,8/30/2016,8,30.03333333,1802,BOMB,8,0.266370699,171,14,67,18,72,21.375,1.75,8.375,2.25,9,42.33729,-83.55478
PL16V2F4,PL,2016,2,8/30/2016,8,30.03333333,1802,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F4,PL,2016,2,8/30/2016,8,30.03333333,1802,Other,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F5,PL,2016,2,8/30/2016,9,31.61666667,1897,APIS,1,0.031628888,23,4,8,3,8,23,4,8,3,8,42.33729,-83.55478
PL16V2F5,PL,2016,2,8/30/2016,9,31.61666667,1897,BOMB,15,0.474433316,329,49,34,28,218,21.93333333,3.266666667,2.266666667,1.866666667,14.53333333,42.33729,-83.55478
PL16V2F5,PL,2016,2,8/30/2016,9,31.61666667,1897,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F5,PL,2016,2,8/30/2016,9,31.61666667,1897,Other,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F6,PL,2016,2,8/30/2016,9,30.01666667,1801,APIS,1,0.033314825,10,6,4,0,0,10,6,4,0,0,42.33729,-83.55478
PL16V2F6,PL,2016,2,8/30/2016,9,30.01666667,1801,BOMB,7,0.233203776,79,3,0,18,58,11.28571429,0.428571429,0,2.571428571,8.285714286,42.33729,-83.55478
PL16V2F6,PL,2016,2,8/30/2016,9,30.01666667,1801,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F6,PL,2016,2,8/30/2016,9,30.01666667,1801,Other,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F7,PL,2016,2,8/30/2016,9,31.66666667,1900,APIS,7,0.221052632,225,30,69,4,122,32.14285714,4.285714286,9.857142857,0.571428571,17.42857143,42.33729,-83.55478
PL16V2F7,PL,2016,2,8/30/2016,9,31.66666667,1900,BOMB,10,0.315789474,237,18,0,17,202,23.7,1.8,0,1.7,20.2,42.33729,-83.55478
PL16V2F7,PL,2016,2,8/30/2016,9,31.66666667,1900,PEPO,1,0.031578947,15,6,0,0,9,15,6,0,0,9,42.33729,-83.55478
PL16V2F7,PL,2016,2,8/30/2016,9,31.66666667,1900,Other,0,0,0,6,0,0,9,0,0,0,0,0,42.33729,-83.55478
PL16V2F8,PL,2016,2,8/30/2016,10,30.53333333,1832,APIS,1,0.032751092,1,1,0,0,0,1,1,0,0,0,42.33729,-83.55478
PL16V2F8,PL,2016,2,8/30/2016,10,30.53333333,1832,BOMB,7,0.229257642,273,10,0,29,234,39,1.428571429,0,4.142857143,33.42857143,42.33729,-83.55478
PL16V2F8,PL,2016,2,8/30/2016,10,30.53333333,1832,PEPO,0,0,0,0,0,0,0,0,0,0,0,0,42.33729,-83.55478
PL16V2F8,PL,2016,2,8/30/2016,10,30.53333333,1832,Other,4,0.131004367,469,52,399,18,0,117.25,13,99.75,4.5,0,42.33729,-83.55478
