Sample,18S,Nosema,Transect.ID,Individual.ID,Year,Site,Visit,Site_Visit,Lat,Long,Date_Collected,Type,Family,Genus,Species,Code,Sex,Date_ID,ID_Initials,Dissection_Date,Dissect_Intials,Notes
2497,1,1,PL16A1N,PL16A1N-23,2016,PL,1,PL1,42.33729,-83.55478,8/11/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,12/7/2016,ECC,7/6/2017,MZ,
2491,1,1,PL16A1N,PL16A1N-17,2016,PL,1,PL1,42.33729,-83.55478,8/11/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,12/7/2016,ECC,5/11/2017,MZ,
2492,1,1,PL16A1N,PL16A1N-18,2016,PL,1,PL1,42.33729,-83.55478,8/11/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,12/7/2016,ECC,5/2/2017,MZ,
4649,1,1,PL16D2N,PL16D2N-167,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Apis,mellifera,APME,Female,10/12/2016,MF,5/15/2017,MZ,
4663,1,1,PL16D2N,PL16D2N-181,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Apis,mellifera,APME,Female,10/17/2016,MF,5/18/2017,MZ,
4532,1,1,PL16B2N,PL16B2N-51,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Apis,mellifera,APME,Female,9/28/2016,MF,6/20/2017,MZ,
4664,1,1,PL16D2N,PL16D2N-182,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Apis,mellifera,APME,Female,10/17/2016,MF,6/20/2017,MZ,
4669,1,1,PL16D2N,PL16D2N-187,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Apis,mellifera,APME,Female,10/17/2016,MF,6/29/2017,MZ,
4550,1,1,PL16B2N,PL16B2N-69,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Apis,mellifera,APME,Female,9/28/2016,MF,9/22/2017,MZ,
4487,1,1,PL16A2N,PL16A2N-6,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Apis,mellifera,APME,Female,9/28/2016,MF,7/17/2017,MZ,
4668,1,1,PL16D2N,PL16D2N-186,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Apis,mellifera,APME,Female,10/17/2016,MF,7/17/2017,MZ,
4624,1,1,PL16C2N,PL16C2N-143,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,10/12/2016,MF,5/2/2017,MZ,
4501,1,1,PL16A2N,PL16A2N-20,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,9/28/2016,MF,5/2/2017,MZ,
4612,1,1,PL16C2N,PL16C2N-131,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,10/12/2016,MF,5/2/2017,MZ,
4513,1,1,PL16A2N,PL16A2N-32,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,9/28/2016,MF,6/20/2017,MZ,
4527,1,1,PL16A2N,PL16A2N-46,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,9/28/2016,MF,6/29/2017,MZ,mites between thorax and abdomen
4496,1,1,PL16A2N,PL16A2N-15,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,9/28/2016,MF,6/27/2017,MZ,
4518,1,1,PL16A2N,PL16A2N-37,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,9/28/2016,MF,6/29/2017,MZ,mite between thorax and abdomen
4625,1,1,PL16C2N,PL16C2N-144A,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,10/12/2016,MF,8/3/2017,MZ,
1749,1,1,PR16A1N,PR16A1N-2,2016,PR,1,PR1,42.84507,-84.37847,7/26/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,12/8/2016,ECC,5/1/2017,MZ,
1764,1,0,PR16B1N,PR16B1N-17,2016,PR,1,PR1,42.84507,-84.37847,7/26/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,12/8/2016,ECC,7/6/2017,MZ,
3723,1,1,PR16D2N,PR16D2N-229,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Apis,mellifera,APME,Female,11/1/2016,MZ,5/18/2017,MZ,
3743,1,0,PR16D2N,PR16D2N-249,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Apis,mellifera,APME,Female,11/1/2016,MZ,6/19/2017,MZ,
3687,1,0,PR16D2N,PR16D2N-187,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Apis,mellifera,APME,Female,10/28/2016,MZ,7/11/2017,MZ,
3739,1,1,PR16D2N,PR16D2N-245,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Apis,mellifera,APME,Female,11/1/2016,MZ,6/27/2017,MZ,
3805,1,1,PR16D2N,PR16D2N-311,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Apis,mellifera,APME,Female,11/8/2016,MZ,7/11/2017,MZ,Red spider also found in tube
3810,1,1,PR16D2N,PR16D2N-316,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Apis,mellifera,APME,Female,11/8/2016,MZ,9/15/2017,MZ,
3751,1,0,PR16D2N,PR16D2N-257,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Apis,mellifera,APME,Female,11/1/2016,MZ,7/11/2017,MZ,
3567,1,1,PR16B2N,PR16B2N-73,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,10/27/2016,MZ,5/2/2017,MZ,
3551,1,1,PR16A2N,PR16A2N-57,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,10/25/2016,MZ,5/15/2017,MZ,
3597,1,0,PR16B2N,PR16B2N-103,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,10/27/2016,MZ,6/19/2017,MZ,
3604,1,1,PR16B2N,PR16B2N-110,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,10/28/2016,MZ,6/19/2017,MZ,
3575,1,1,PR16B2N,PR16B2N-81,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,10/27/2016,MZ,7/11/2017,MZ,
3664,1,0,PR16C2N,PR16C2N-170,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,10/28/2016,MZ,7/31/2017,MZ,
3635,1,0,PR16C2N,PR16C2N-141,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,10/28/2016,MZ,7/31/2017,MZ,
3636,1,0,PR16C2N,PR16C2N-142,2016,PR,2,PR2,42.84507,-84.37847,8/23/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,10/28/2016,MZ,7/31/2017,MZ,
2775,1,1,SP16D1N,SP16D1N-122,2016,SP,1,SP1,42.6814978,-83.75498721,8/14/2016,Bee,Apidae,Apis,mellifera,APME,Female,12/5/2016,MF,5/2/2017,MZ,
2655,1,1,SP16A1N,SP16A1N-2,2016,SP,1,SP1,42.6814978,-83.75498721,8/14/2016,Bee,Apidae,Apis,mellifera,APME,Female,11/17/2016,ECC,5/11/2017,MZ,
2656,1,1,SP16A1N,SP16A1N-3,2016,SP,1,SP1,42.6814978,-83.75498721,8/14/2016,Bee,Apidae,Apis,mellifera,APME,Female,11/17/2016,ECC,5/11/2017,MZ,That orange lump on thorax again
2738,1,1,SP16D1N,SP16D1N-85,2016,SP,1,SP1,42.6814978,-83.75498721,8/14/2016,Bee,Apidae,Apis,mellifera,APME,Female,12/5/2016,MF,6/19/2017,MZ,
2776,1,0,SP16D1N,SP16D1N-123,2016,SP,1,SP1,42.6814978,-83.75498721,8/14/2016,Bee,Apidae,Apis,mellifera,APME,Female,12/5/2016,MF,6/22/2017,MZ,
2516,NA,1,PL16C1N,PL16C1N-42,2016,PL,1,PL1,42.33729,-83.55478,8/11/2016,Bee,Apidae,Apis,mellifera,APME,Female,12/7/2017,ECC,6/22/2017,MZ,
2532,NA,1,PL16D1N,PL16D1N-58,2016,PL,1,PL1,42.33729,-83.55478,8/11/2016,Bee,Apidae,Apis,mellifera,APME,Female,12/7/2016,ECC,9/15/2017,MZ,wings heavily frayed at ends
2498,NA,0,PL16B1N,PL16B1N-24,2016,PL,1,PL1,42.33729,-83.55478,8/11/2016,Bee,Apidae,Apis,mellifera,APME,Female,12/7/2016,ECC,6/19/2017,MZ,found with flower
2543,NA,1,PL16D1N,PL16D1N-69,2016,PL,1,PL1,42.33729,-83.55478,8/11/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,12/8/2016,ECC,5/11/2017,MZ,
2500,NA,0,PL16B1N,PL16B1N-26,2016,PL,1,PL1,42.33729,-83.55478,8/11/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,12/7/2016,ECC,6/19/2017,MZ,
4483,NA,1,PL16A2N,PL16A2N-2,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Apis,mellifera,APME,Female,9/28/2016,MF,6/20/2017,MZ,
4574,NA,1,PL16C2N,PL16C2N-93,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Apis,mellifera,APME,Female,9/28/2016,MF,5/18/2017,MZ,
4538,NA,1,PL16B2N,PL16B2N-57,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Apis,mellifera,APME,Female,9/28/2016,MF,7/31/2017,MZ,
4556,NA,1,PL16B2N,PL16B2N-75,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,9/28/2016,MF,8/3/2017,MZ,
4490,NA,1,PL16A2N,PL16A2N-9,2016,PL,2,PL2,42.33729,-83.55478,8/30/2016,Bee,Apidae,Bombus,impatiens,BOIM,Female,9/28/2016,MF,5/2/2017,MZ,
2732,NA,1,SP16D1N,SP16D1N-79,2016,SP,1,SP1,42.6814978,-83.75498721,8/14/2016,Bee,Apidae,Apis,mellifera,APME,Female,12/5/2016,MF,7/6/2017,MZ,
2654,NA,1,SP16A1N,SP16A1N-1,2016,SP,1,SP1,42.6814978,-83.75498721,8/14/2016,Bee,Apidae,Apis,mellifera,APME,Female,11/16/2016,ECC,5/11/2017,MZ,
2777,NA,1,SP16D1N,SP16D1N-124,2016,SP,1,SP1,42.6814978,-83.75498721,8/14/2016,Bee,Apidae,Apis,mellifera,APME,Female,12/5/2016,MF,5/17/2017,MZ,
